date,payload,created_at
2025-10-13,"{""date"": ""2025-10-13"", ""layer1"": {""dxy"": NaN, ""dxy_trend_30d"": ""flat"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": NaN}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.046290
2025-10-14,"{""date"": ""2025-10-14"", ""layer1"": {""dxy"": 121.5815, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -136.49, ""liquidity_billions"": 5779.87}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.047331
2025-10-15,"{""date"": ""2025-10-15"", ""layer1"": {""dxy"": 121.2669, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -135.36, ""liquidity_billions"": 5781.38}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.048383
2025-10-16,"{""date"": ""2025-10-16"", ""layer1"": {""dxy"": 121.0834, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -134.97, ""liquidity_billions"": 5779.9}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.049423
2025-10-17,"{""date"": ""2025-10-17"", ""layer1"": {""dxy"": 121.1218, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -55.5, ""liquidity_billions"": 5782.76}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.050631
2025-10-20,"{""date"": ""2025-10-20"", ""layer1"": {""dxy"": 121.0394, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -59.93, ""liquidity_billions"": 5780.93}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.051789
2025-10-21,"{""date"": ""2025-10-21"", ""layer1"": {""dxy"": 121.302, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -58.7, ""liquidity_billions"": 5782.16}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.052880
2025-10-22,"{""date"": ""2025-10-22"", ""layer1"": {""dxy"": 121.3075, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -160.52, ""liquidity_billions"": 5677.53}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.053959
2025-10-23,"{""date"": ""2025-10-23"", ""layer1"": {""dxy"": 121.3633, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -163.23, ""liquidity_billions"": 5674.59}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.055501
2025-10-24,"{""date"": ""2025-10-24"", ""layer1"": {""dxy"": 121.342, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -95.27, ""liquidity_billions"": 5679.1}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.056983
2025-10-27,"{""date"": ""2025-10-27"", ""layer1"": {""dxy"": 121.2002, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -84.58, ""liquidity_billions"": 5670.89}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.058253
2025-10-28,"{""date"": ""2025-10-28"", ""layer1"": {""dxy"": 121.0349, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -88.03, ""liquidity_billions"": 5667.44}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.059377
2025-10-29,"{""date"": ""2025-10-29"", ""layer1"": {""dxy"": 120.929, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -137.78, ""liquidity_billions"": 5609.54}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.060928
2025-10-30,"{""date"": ""2025-10-30"", ""layer1"": {""dxy"": 121.665, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -144.59, ""liquidity_billions"": 5609.88}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.062034
2025-10-31,"{""date"": ""2025-10-31"", ""layer1"": {""dxy"": 121.7715, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -194.56, ""liquidity_billions"": 5577.24}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.063139
2025-11-03,"{""date"": ""2025-11-03"", ""layer1"": {""dxy"": 121.8422, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -151.34, ""liquidity_billions"": 5605.25}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.064245
2025-11-04,"{""date"": ""2025-11-04"", ""layer1"": {""dxy"": 122.2066, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -144.53, ""liquidity_billions"": 5612.06}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.065351
2025-11-05,"{""date"": ""2025-11-05"", ""layer1"": {""dxy"": 122.2295, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -141.26, ""liquidity_billions"": 5618.94}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.066442
2025-11-06,"{""date"": ""2025-11-06"", ""layer1"": {""dxy"": 122.0788, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -156.36, ""liquidity_billions"": 5621.0}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.067928
2025-11-07,"{""date"": ""2025-11-07"", ""layer1"": {""dxy"": 121.7835, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -151.31, ""liquidity_billions"": 5626.85}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.069026
2025-11-10,"{""date"": ""2025-11-10"", ""layer1"": {""dxy"": 121.6932, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -154.66, ""liquidity_billions"": 5624.6}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.070113
2025-11-11,"{""date"": ""2025-11-11"", ""layer1"": {""dxy"": NaN, ""dxy_trend_30d"": ""flat"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": NaN}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.071201
2025-11-12,"{""date"": ""2025-11-12"", ""layer1"": {""dxy"": 121.4459, ""dxy_trend_30d"": ""flat"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": 5620.76}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.072986
2025-11-13,"{""date"": ""2025-11-13"", ""layer1"": {""dxy"": 121.1756, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -156.99, ""liquidity_billions"": 5622.89}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.074612
2025-11-14,"{""date"": ""2025-11-14"", ""layer1"": {""dxy"": 121.363, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -156.29, ""liquidity_billions"": 5625.09}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.075718
2025-11-17,"{""date"": ""2025-11-17"", ""layer1"": {""dxy"": 121.5131, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -159.28, ""liquidity_billions"": 5623.47}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.076799
2025-11-18,"{""date"": ""2025-11-18"", ""layer1"": {""dxy"": 121.6042, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -157.02, ""liquidity_billions"": 5625.74}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.077844
2025-11-19,"{""date"": ""2025-11-19"", ""layer1"": {""dxy"": 121.8845, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -168.7, ""liquidity_billions"": 5612.23}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.078921
2025-11-20,"{""date"": ""2025-11-20"", ""layer1"": {""dxy"": 122.0735, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -175.32, ""liquidity_billions"": 5606.84}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.080020
2025-11-21,"{""date"": ""2025-11-21"", ""layer1"": {""dxy"": 122.235, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -66.67, ""liquidity_billions"": 5610.85}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.081538
2025-11-24,"{""date"": ""2025-11-24"", ""layer1"": {""dxy"": 122.2833, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -66.82, ""liquidity_billions"": 5612.28}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.082592
2025-11-25,"{""date"": ""2025-11-25"", ""layer1"": {""dxy"": 122.0044, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -68.05, ""liquidity_billions"": 5611.04}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.083623
2025-11-26,"{""date"": ""2025-11-26"", ""layer1"": {""dxy"": 121.6225, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -24.08, ""liquidity_billions"": 5646.81}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.084721
2025-11-27,"{""date"": ""2025-11-27"", ""layer1"": {""dxy"": NaN, ""dxy_trend_30d"": ""flat"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": NaN}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.085803
2025-11-28,"{""date"": ""2025-11-28"", ""layer1"": {""dxy"": 121.4288, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": 31.92, ""liquidity_billions"": 5641.46}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.086880
2025-12-03,"{""date"": ""2025-12-03"", ""layer1"": {""dxy"": 121.4288, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -9.15, ""liquidity_billions"": 5596.1}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:58.088593
