date,payload,created_at
2025-05-12,"{""date"": ""2025-05-12"", ""layer1"": {""dxy"": 123.7948, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -343.18, ""liquidity_billions"": 5979.66}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.921711
2025-05-13,"{""date"": ""2025-05-13"", ""layer1"": {""dxy"": 123.2905, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -339.89, ""liquidity_billions"": 5982.95}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.922839
2025-05-14,"{""date"": ""2025-05-14"", ""layer1"": {""dxy"": 123.0145, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -346.13, ""liquidity_billions"": 5972.4}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.923954
2025-05-15,"{""date"": ""2025-05-15"", ""layer1"": {""dxy"": 123.1492, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -304.5, ""liquidity_billions"": 6027.99}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.925084
2025-05-16,"{""date"": ""2025-05-16"", ""layer1"": {""dxy"": 123.3969, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -248.73, ""liquidity_billions"": 6000.62}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.926192
2025-05-19,"{""date"": ""2025-05-19"", ""layer1"": {""dxy"": 122.7649, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": 5957.01}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.927279
2025-05-20,"{""date"": ""2025-05-20"", ""layer1"": {""dxy"": 122.673, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": 6001.39}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.928454
2025-05-21,"{""date"": ""2025-05-21"", ""layer1"": {""dxy"": 122.1012, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -167.15, ""liquidity_billions"": 6022.87}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.929523
2025-05-22,"{""date"": ""2025-05-22"", ""layer1"": {""dxy"": 122.3865, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -153.53, ""liquidity_billions"": 6012.65}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.930641
2025-05-23,"{""date"": ""2025-05-23"", ""layer1"": {""dxy"": 121.7283, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 82.31, ""liquidity_billions"": 6030.83}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.931851
2025-05-26,"{""date"": ""2025-05-26"", ""layer1"": {""dxy"": NaN, ""dxy_trend_30d"": ""flat"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": NaN}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.932921
2025-05-27,"{""date"": ""2025-05-27"", ""layer1"": {""dxy"": 121.9634, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 21.33, ""liquidity_billions"": 6047.6}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.934386
2025-05-28,"{""date"": ""2025-05-28"", ""layer1"": {""dxy"": 122.3295, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 60.75, ""liquidity_billions"": 6032.4}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.935451
2025-05-29,"{""date"": ""2025-05-29"", ""layer1"": {""dxy"": 121.9108, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 77.62, ""liquidity_billions"": 6040.38}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.936506
2025-05-30,"{""date"": ""2025-05-30"", ""layer1"": {""dxy"": 122.1112, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 27.45, ""liquidity_billions"": 5890.38}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.937562
2025-06-02,"{""date"": ""2025-06-02"", ""layer1"": {""dxy"": 121.549, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 104.55, ""liquidity_billions"": 6070.2}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.938745
2025-06-03,"{""date"": ""2025-06-03"", ""layer1"": {""dxy"": 121.808, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 87.21, ""liquidity_billions"": 6052.86}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.939858
2025-06-04,"{""date"": ""2025-06-04"", ""layer1"": {""dxy"": 121.4093, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 136.21, ""liquidity_billions"": 6125.06}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.940939
2025-06-05,"{""date"": ""2025-06-05"", ""layer1"": {""dxy"": 121.3178, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 157.53, ""liquidity_billions"": 6141.21}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.942018
2025-06-06,"{""date"": ""2025-06-06"", ""layer1"": {""dxy"": 121.5217, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 172.35, ""liquidity_billions"": 6144.65}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.943104
2025-06-09,"{""date"": ""2025-06-09"", ""layer1"": {""dxy"": 121.2757, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 129.73, ""liquidity_billions"": 6114.62}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.944172
2025-06-10,"{""date"": ""2025-06-10"", ""layer1"": {""dxy"": 121.4134, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 126.32, ""liquidity_billions"": 6111.21}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.945223
2025-06-11,"{""date"": ""2025-06-11"", ""layer1"": {""dxy"": 120.9763, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 159.97, ""liquidity_billions"": 6139.62}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.946326
2025-06-12,"{""date"": ""2025-06-12"", ""layer1"": {""dxy"": 120.565, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 179.88, ""liquidity_billions"": 6162.83}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.947650
2025-06-13,"{""date"": ""2025-06-13"", ""layer1"": {""dxy"": 120.7131, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 203.2, ""liquidity_billions"": 6175.6}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.948783
2025-06-16,"{""date"": ""2025-06-16"", ""layer1"": {""dxy"": 120.5449, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 202.86, ""liquidity_billions"": 6203.49}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.949862
2025-06-17,"{""date"": ""2025-06-17"", ""layer1"": {""dxy"": 120.8862, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 174.68, ""liquidity_billions"": 6175.31}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.950950
2025-06-18,"{""date"": ""2025-06-18"", ""layer1"": {""dxy"": 121.1093, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 181.24, ""liquidity_billions"": 6138.24}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.952032
2025-06-19,"{""date"": ""2025-06-19"", ""layer1"": {""dxy"": NaN, ""dxy_trend_30d"": ""flat"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": NaN}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.953121
2025-06-20,"{""date"": ""2025-06-20"", ""layer1"": {""dxy"": 121.411, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 182.14, ""liquidity_billions"": 6205.01}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.954199
2025-06-23,"{""date"": ""2025-06-23"", ""layer1"": {""dxy"": 121.5412, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 147.15, ""liquidity_billions"": 6177.98}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.955508
2025-06-24,"{""date"": ""2025-06-24"", ""layer1"": {""dxy"": 120.7549, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 125.1, ""liquidity_billions"": 6155.93}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.956633
2025-06-25,"{""date"": ""2025-06-25"", ""layer1"": {""dxy"": 120.7333, ""dxy_trend_30d"": ""flat"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": 6086.95}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.957733
2025-06-26,"{""date"": ""2025-06-26"", ""layer1"": {""dxy"": 120.0587, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -2.21, ""liquidity_billions"": 6045.39}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.958812
2025-06-27,"{""date"": ""2025-06-27"", ""layer1"": {""dxy"": 120.0786, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -20.32, ""liquidity_billions"": 6012.08}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.959894
2025-06-30,"{""date"": ""2025-06-30"", ""layer1"": {""dxy"": 119.8269, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -53.29, ""liquidity_billions"": 5837.09}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.960989
2025-07-01,"{""date"": ""2025-07-01"", ""layer1"": {""dxy"": 119.7678, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 161.91, ""liquidity_billions"": 6052.3}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.963161
2025-07-02,"{""date"": ""2025-07-02"", ""layer1"": {""dxy"": 119.7289, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -7.42, ""liquidity_billions"": 6062.77}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.964238
2025-07-03,"{""date"": ""2025-07-03"", ""layer1"": {""dxy"": 119.6678, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 32.55, ""liquidity_billions"": 6085.42}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.965262
2025-07-04,"{""date"": ""2025-07-04"", ""layer1"": {""dxy"": NaN, ""dxy_trend_30d"": ""flat"", ""liquidity_change_30d_b"": NaN, ""liquidity_billions"": NaN}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.966305
2025-07-07,"{""date"": ""2025-07-07"", ""layer1"": {""dxy"": 120.0481, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -62.6, ""liquidity_billions"": 6082.05}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.967348
2025-07-08,"{""date"": ""2025-07-08"", ""layer1"": {""dxy"": 120.2589, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -63.99, ""liquidity_billions"": 6080.67}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.968392
2025-07-09,"{""date"": ""2025-07-09"", ""layer1"": {""dxy"": 120.1608, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 0.13, ""liquidity_billions"": 6114.75}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.969435
2025-07-10,"{""date"": ""2025-07-10"", ""layer1"": {""dxy"": 120.253, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 47.47, ""liquidity_billions"": 6158.68}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.970479
2025-07-11,"{""date"": ""2025-07-11"", ""layer1"": {""dxy"": 120.3354, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 20.76, ""liquidity_billions"": 6160.39}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.971759
2025-07-14,"{""date"": ""2025-07-14"", ""layer1"": {""dxy"": 120.6252, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -51.42, ""liquidity_billions"": 6124.18}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.972879
2025-07-15,"{""date"": ""2025-07-15"", ""layer1"": {""dxy"": 120.9095, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -31.86, ""liquidity_billions"": 6143.75}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.973952
2025-07-16,"{""date"": ""2025-07-16"", ""layer1"": {""dxy"": 120.8232, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -37.55, ""liquidity_billions"": 6165.94}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.975008
2025-07-17,"{""date"": ""2025-07-17"", ""layer1"": {""dxy"": 121.0417, ""dxy_trend_30d"": ""Uptrend"", ""liquidity_change_30d_b"": -5.94, ""liquidity_billions"": 6169.37}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.976050
2025-07-18,"{""date"": ""2025-07-18"", ""layer1"": {""dxy"": 120.7674, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 25.48, ""liquidity_billions"": 6163.73}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.977083
2025-07-21,"{""date"": ""2025-07-21"", ""layer1"": {""dxy"": 120.4157, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -55.65, ""liquidity_billions"": 6149.36}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.978297
2025-07-22,"{""date"": ""2025-07-22"", ""layer1"": {""dxy"": 120.1036, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -38.36, ""liquidity_billions"": 6166.65}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.979346
2025-07-23,"{""date"": ""2025-07-23"", ""layer1"": {""dxy"": 119.9888, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": -33.07, ""liquidity_billions"": 6144.91}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.980372
2025-07-24,"{""date"": ""2025-07-24"", ""layer1"": {""dxy"": 119.9892, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 46.43, ""liquidity_billions"": 6202.35}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.981382
2025-07-25,"{""date"": ""2025-07-25"", ""layer1"": {""dxy"": 120.4082, ""dxy_trend_30d"": ""Downtrend"", ""liquidity_change_30d_b"": 97.08, ""liquidity_billions"": 6184.03}, ""layer2"": {""note"": ""historical ETF/stablecoin data currently unavailable""}, ""layer3"": {""note"": ""CPU+CG data not stored historically by this script""}, ""layer4"": {""price_btc"": null, ""price_change_24h_pct"": null, ""price_change_7d_pct"": null, ""price_vs_50d_ma_pct"": null}}",2025-12-07T13:19:57.982400
